date,pollutant,mean_value,neighborhood
2020-03-22,Ozone,0.039,Hunts Point - Mott Haven
2020-03-22,PM2.5,5.85,Hunts Point - Mott Haven
2021-03-22,NO2,50.8,Hunts Point - Mott Haven
2021-03-22,Ozone,0.043,Hunts Point - Mott Haven
2021-03-22,PM2.5,12.3,Hunts Point - Mott Haven
2022-03-22,NO2,22,Hunts Point - Mott Haven
2022-03-22,Ozone,0.041,Hunts Point - Mott Haven
2020-03-23,NO2,18.3,Hunts Point - Mott Haven
2020-03-23,Ozone,0.027,Hunts Point - Mott Haven
2020-03-23,PM2.5,4.05,Hunts Point - Mott Haven
2021-03-23,NO2,36.2,Hunts Point - Mott Haven
2021-03-23,Ozone,0.033,Hunts Point - Mott Haven
2021-03-23,PM2.5,6.449999999999999,Hunts Point - Mott Haven
2022-03-23,NO2,19,Hunts Point - Mott Haven
2022-03-23,Ozone,0.029,Hunts Point - Mott Haven
2020-03-24,NO2,24.7,Hunts Point - Mott Haven
2020-03-24,Ozone,0.036,Hunts Point - Mott Haven
2020-03-24,PM2.5,3.4000000000000004,Hunts Point - Mott Haven
2021-03-24,NO2,37.1,Hunts Point - Mott Haven
2021-03-24,Ozone,0.02,Hunts Point - Mott Haven
2021-03-24,PM2.5,6.65,Hunts Point - Mott Haven
2022-03-24,NO2,25,Hunts Point - Mott Haven
2022-03-24,Ozone,0.027,Hunts Point - Mott Haven
2022-03-24,PM2.5,3,Hunts Point - Mott Haven
2020-03-25,NO2,15.2,Hunts Point - Mott Haven
2020-03-25,Ozone,0.033,Hunts Point - Mott Haven
2020-03-25,PM2.5,5.6,Hunts Point - Mott Haven
2021-03-25,NO2,36.9,Hunts Point - Mott Haven
2021-03-25,Ozone,0.016,Hunts Point - Mott Haven
2021-03-25,PM2.5,10.05,Hunts Point - Mott Haven
2022-03-25,NO2,28,Hunts Point - Mott Haven
2022-03-25,Ozone,0.031,Hunts Point - Mott Haven
2020-03-26,NO2,34.7,Hunts Point - Mott Haven
2020-03-26,Ozone,0.031,Hunts Point - Mott Haven
2020-03-26,PM2.5,7.35,Hunts Point - Mott Haven
2021-03-26,NO2,33.8,Hunts Point - Mott Haven
2021-03-26,Ozone,0.044,Hunts Point - Mott Haven
2021-03-26,PM2.5,7.225,Hunts Point - Mott Haven
2022-03-26,NO2,15.1,Hunts Point - Mott Haven
2022-03-26,Ozone,0.03,Hunts Point - Mott Haven
2020-03-27,NO2,48.3,Hunts Point - Mott Haven
2020-03-27,Ozone,0.043,Hunts Point - Mott Haven
2020-03-27,PM2.5,6.75,Hunts Point - Mott Haven
2021-03-27,NO2,23.2,Hunts Point - Mott Haven
2021-03-27,Ozone,0.043,Hunts Point - Mott Haven
2021-03-27,PM2.5,5.65,Hunts Point - Mott Haven
2022-03-27,NO2,11.4,Hunts Point - Mott Haven
2022-03-27,Ozone,0.031,Hunts Point - Mott Haven
2020-03-28,NO2,17.9,Hunts Point - Mott Haven
2020-03-28,Ozone,0.041,Hunts Point - Mott Haven
2020-03-28,PM2.5,4.75,Hunts Point - Mott Haven
2021-03-28,NO2,28.9,Hunts Point - Mott Haven
2021-03-28,Ozone,0.033,Hunts Point - Mott Haven
2021-03-28,PM2.5,5.050000000000001,Hunts Point - Mott Haven
2022-03-28,NO2,13.3,Hunts Point - Mott Haven
2022-03-28,Ozone,0.031,Hunts Point - Mott Haven
2020-03-29,NO2,10.8,Hunts Point - Mott Haven
2020-03-29,Ozone,0.04,Hunts Point - Mott Haven
2020-03-29,PM2.5,2.05,Hunts Point - Mott Haven
2021-03-29,NO2,18.1,Hunts Point - Mott Haven
2021-03-29,Ozone,0.038,Hunts Point - Mott Haven
2021-03-29,PM2.5,3.7,Hunts Point - Mott Haven
2022-03-29,NO2,16.9,Hunts Point - Mott Haven
2022-03-29,Ozone,0.032,Hunts Point - Mott Haven
2020-03-30,NO2,29,Hunts Point - Mott Haven
2020-03-30,Ozone,0.027,Hunts Point - Mott Haven
2020-03-30,PM2.5,6.2,Hunts Point - Mott Haven
2021-03-30,NO2,40.5,Hunts Point - Mott Haven
2021-03-30,Ozone,0.043,Hunts Point - Mott Haven
2021-03-30,PM2.5,6.35,Hunts Point - Mott Haven
2022-03-30,NO2,35.4,Hunts Point - Mott Haven
2022-03-30,Ozone,0.029,Hunts Point - Mott Haven
2022-03-30,PM2.5,5.5,Hunts Point - Mott Haven
2020-03-31,NO2,18.3,Hunts Point - Mott Haven
2020-03-31,Ozone,0.034,Hunts Point - Mott Haven
2020-03-31,PM2.5,3.6,Hunts Point - Mott Haven
2021-03-31,NO2,34.3,Hunts Point - Mott Haven
2021-03-31,Ozone,0.031,Hunts Point - Mott Haven
2021-03-31,PM2.5,7.75,Hunts Point - Mott Haven
2022-03-31,NO2,49.6,Hunts Point - Mott Haven
2022-03-31,Ozone,0.032,Hunts Point - Mott Haven
2020-04-01,NO2,17.4,Hunts Point - Mott Haven
2020-04-01,Ozone,0.04,Hunts Point - Mott Haven
2020-04-01,PM2.5,4.65,Hunts Point - Mott Haven
2021-04-01,NO2,31.6,Hunts Point - Mott Haven
2021-04-01,Ozone,0.033,Hunts Point - Mott Haven
2021-04-01,PM2.5,3.65,Hunts Point - Mott Haven
2022-04-01,NO2,30.7,Hunts Point - Mott Haven
2022-04-01,Ozone,0.033,Hunts Point - Mott Haven
2020-04-02,NO2,13.4,Hunts Point - Mott Haven
2020-04-02,Ozone,0.037,Hunts Point - Mott Haven
2020-04-02,PM2.5,2.65,Hunts Point - Mott Haven
2021-04-02,NO2,13.5,Hunts Point - Mott Haven
2021-04-02,Ozone,0.033,Hunts Point - Mott Haven
2021-04-02,PM2.5,3.55,Hunts Point - Mott Haven
2022-04-02,NO2,21.8,Hunts Point - Mott Haven
2022-04-02,Ozone,0.038,Hunts Point - Mott Haven
2022-04-02,PM2.5,2.8,Hunts Point - Mott Haven
2020-04-03,NO2,10.5,Hunts Point - Mott Haven
2020-04-03,Ozone,0.03,Hunts Point - Mott Haven
2020-04-03,PM2.5,1.9500000000000002,Hunts Point - Mott Haven
2021-04-03,NO2,43,Hunts Point - Mott Haven
2021-04-03,Ozone,0.04,Hunts Point - Mott Haven
2021-04-03,PM2.5,4.3,Hunts Point - Mott Haven
2022-04-03,NO2,40.6,Hunts Point - Mott Haven
2022-04-03,Ozone,0.031,Hunts Point - Mott Haven
2020-04-04,NO2,19.5,Hunts Point - Mott Haven
2020-04-04,Ozone,0.035,Hunts Point - Mott Haven
2020-04-04,PM2.5,2.7,Hunts Point - Mott Haven
2021-04-04,NO2,32.6,Hunts Point - Mott Haven
2021-04-04,Ozone,0.045,Hunts Point - Mott Haven
2021-04-04,PM2.5,8.225,Hunts Point - Mott Haven
2022-04-04,NO2,22.1,Hunts Point - Mott Haven
2022-04-04,Ozone,0.036,Hunts Point - Mott Haven
2020-04-05,NO2,37.2,Hunts Point - Mott Haven
2020-04-05,Ozone,0.024,Hunts Point - Mott Haven
2020-04-05,PM2.5,10.2,Hunts Point - Mott Haven
2021-04-05,NO2,21.8,Hunts Point - Mott Haven
2021-04-05,Ozone,0.047,Hunts Point - Mott Haven
2021-04-05,PM2.5,6.85,Hunts Point - Mott Haven
2022-04-05,NO2,52,Hunts Point - Mott Haven
2022-04-05,Ozone,0.041,Hunts Point - Mott Haven
2022-04-05,PM2.5,6.8,Hunts Point - Mott Haven
2020-04-06,NO2,20.6,Hunts Point - Mott Haven
2020-04-06,Ozone,0.039,Hunts Point - Mott Haven
2020-04-06,PM2.5,4.65,Hunts Point - Mott Haven
2021-04-06,NO2,46.2,Hunts Point - Mott Haven
2021-04-06,Ozone,0.049,Hunts Point - Mott Haven
2021-04-06,PM2.5,7.35,Hunts Point - Mott Haven
2022-04-06,NO2,17.5,Hunts Point - Mott Haven
2022-04-06,Ozone,0.032,Hunts Point - Mott Haven
2020-04-07,NO2,33.4,Hunts Point - Mott Haven
2020-04-07,Ozone,0.044,Hunts Point - Mott Haven
2020-04-07,PM2.5,5.65,Hunts Point - Mott Haven
2021-04-07,NO2,34.7,Hunts Point - Mott Haven
2021-04-07,Ozone,0.036,Hunts Point - Mott Haven
2021-04-07,PM2.5,5.699999999999999,Hunts Point - Mott Haven
2022-04-07,NO2,26.1,Hunts Point - Mott Haven
2022-04-07,Ozone,0.037,Hunts Point - Mott Haven
2020-04-08,NO2,33.2,Hunts Point - Mott Haven
2020-04-08,Ozone,0.036,Hunts Point - Mott Haven
2020-04-08,PM2.5,9.95,Hunts Point - Mott Haven
2021-04-08,NO2,47.2,Hunts Point - Mott Haven
2021-04-08,Ozone,0.036,Hunts Point - Mott Haven
2021-04-08,PM2.5,7.05,Hunts Point - Mott Haven
2022-04-08,NO2,43.6,Hunts Point - Mott Haven
2022-04-08,Ozone,0.043,Hunts Point - Mott Haven
2022-04-08,PM2.5,3.8,Hunts Point - Mott Haven
2020-04-09,NO2,37.2,Hunts Point - Mott Haven
2020-04-09,Ozone,0.04,Hunts Point - Mott Haven
2020-04-09,PM2.5,5.15,Hunts Point - Mott Haven
2021-04-09,NO2,32.3,Hunts Point - Mott Haven
2021-04-09,Ozone,0.028,Hunts Point - Mott Haven
2021-04-09,PM2.5,5.9,Hunts Point - Mott Haven
2022-04-09,NO2,22.5,Hunts Point - Mott Haven
2022-04-09,Ozone,0.035,Hunts Point - Mott Haven
2020-04-10,NO2,12,Hunts Point - Mott Haven
2020-04-10,Ozone,0.033,Hunts Point - Mott Haven
2020-04-10,PM2.5,3.2,Hunts Point - Mott Haven
2021-04-10,NO2,31.9,Hunts Point - Mott Haven
2021-04-10,Ozone,0.028,Hunts Point - Mott Haven
2021-04-10,PM2.5,5.95,Hunts Point - Mott Haven
2022-04-10,NO2,10.2,Hunts Point - Mott Haven
2022-04-10,Ozone,0.031,Hunts Point - Mott Haven
2020-04-11,NO2,23,Hunts Point - Mott Haven
2020-04-11,Ozone,0.041,Hunts Point - Mott Haven
2020-04-11,PM2.5,4.65,Hunts Point - Mott Haven
2021-04-11,NO2,33.3,Hunts Point - Mott Haven
2021-04-11,Ozone,0.034,Hunts Point - Mott Haven
2021-04-11,PM2.5,5.300000000000001,Hunts Point - Mott Haven
2022-04-11,NO2,33,Hunts Point - Mott Haven
2022-04-11,Ozone,0.029,Hunts Point - Mott Haven
2022-04-11,PM2.5,3.6,Hunts Point - Mott Haven
2020-04-12,NO2,43.2,Hunts Point - Mott Haven
2020-04-12,Ozone,0.043,Hunts Point - Mott Haven
2020-04-12,PM2.5,8.2,Hunts Point - Mott Haven
2021-04-12,NO2,23.1,Hunts Point - Mott Haven
2021-04-12,Ozone,0.025,Hunts Point - Mott Haven
2021-04-12,PM2.5,4.25,Hunts Point - Mott Haven
2022-04-12,NO2,56.6,Hunts Point - Mott Haven
2022-04-12,Ozone,0.043,Hunts Point - Mott Haven
2020-04-13,NO2,14.6,Hunts Point - Mott Haven
2020-04-13,Ozone,0.041,Hunts Point - Mott Haven
2020-04-13,PM2.5,6.8,Hunts Point - Mott Haven
2021-04-13,NO2,26.3,Hunts Point - Mott Haven
2021-04-13,Ozone,0.042,Hunts Point - Mott Haven
2021-04-13,PM2.5,3.65,Hunts Point - Mott Haven
2022-04-13,NO2,64.6,Hunts Point - Mott Haven
2022-04-13,Ozone,0.041,Hunts Point - Mott Haven
2020-04-14,NO2,22.2,Hunts Point - Mott Haven
2020-04-14,Ozone,0.041,Hunts Point - Mott Haven
2020-04-14,PM2.5,4.05,Hunts Point - Mott Haven
2021-04-14,NO2,36.8,Hunts Point - Mott Haven
2021-04-14,Ozone,0.036,Hunts Point - Mott Haven
2021-04-14,PM2.5,7.4,Hunts Point - Mott Haven
2022-04-14,NO2,51.3,Hunts Point - Mott Haven
2022-04-14,Ozone,0.037,Hunts Point - Mott Haven
2022-04-14,PM2.5,12.4,Hunts Point - Mott Haven
2020-04-15,NO2,17.8,Hunts Point - Mott Haven
2020-04-15,Ozone,0.042,Hunts Point - Mott Haven
2020-04-15,PM2.5,5.300000000000001,Hunts Point - Mott Haven
2021-04-15,NO2,29.3,Hunts Point - Mott Haven
2021-04-15,Ozone,0.029,Hunts Point - Mott Haven
2021-04-15,PM2.5,5.65,Hunts Point - Mott Haven
2022-04-15,NO2,26.9,Hunts Point - Mott Haven
2022-04-15,Ozone,0.049,Hunts Point - Mott Haven
2020-04-16,NO2,15.7,Hunts Point - Mott Haven
2020-04-16,Ozone,0.038,Hunts Point - Mott Haven
2020-04-16,PM2.5,5.3,Hunts Point - Mott Haven
2021-04-16,NO2,25,Hunts Point - Mott Haven
2021-04-16,Ozone,0.025,Hunts Point - Mott Haven
2021-04-16,PM2.5,2.1,Hunts Point - Mott Haven
2022-04-16,NO2,16.3,Hunts Point - Mott Haven
2022-04-16,Ozone,0.044,Hunts Point - Mott Haven
2020-04-17,NO2,23.7,Hunts Point - Mott Haven
2020-04-17,Ozone,0.039,Hunts Point - Mott Haven
2020-04-17,PM2.5,7.7,Hunts Point - Mott Haven
2021-04-17,NO2,13.4,Hunts Point - Mott Haven
2021-04-17,Ozone,0.034,Hunts Point - Mott Haven
2021-04-17,PM2.5,2.3,Hunts Point - Mott Haven
2022-04-17,NO2,11.9,Hunts Point - Mott Haven
2022-04-17,Ozone,0.031,Hunts Point - Mott Haven
2022-04-17,PM2.5,2.1,Hunts Point - Mott Haven
2020-04-18,NO2,21.9,Hunts Point - Mott Haven
2020-04-18,Ozone,0.033,Hunts Point - Mott Haven
2020-04-18,PM2.5,4.8,Hunts Point - Mott Haven
2021-04-18,NO2,45.1,Hunts Point - Mott Haven
2021-04-18,Ozone,0.035,Hunts Point - Mott Haven
2021-04-18,PM2.5,6.75,Hunts Point - Mott Haven
2022-04-18,NO2,30.5,Hunts Point - Mott Haven
2022-04-18,Ozone,0.028,Hunts Point - Mott Haven
2020-04-19,NO2,29.8,Hunts Point - Mott Haven
2020-04-19,Ozone,0.048,Hunts Point - Mott Haven
2020-04-19,PM2.5,7.6,Hunts Point - Mott Haven
2021-04-19,NO2,50.8,Hunts Point - Mott Haven
2021-04-19,Ozone,0.036,Hunts Point - Mott Haven
2021-04-19,PM2.5,9,Hunts Point - Mott Haven
2022-04-19,NO2,13.1,Hunts Point - Mott Haven
2022-04-19,Ozone,0.031,Hunts Point - Mott Haven
2020-04-20,NO2,36.7,Hunts Point - Mott Haven
2020-04-20,Ozone,0.036,Hunts Point - Mott Haven
2020-04-20,PM2.5,4.4,Hunts Point - Mott Haven
2021-04-20,NO2,39.1,Hunts Point - Mott Haven
2021-04-20,Ozone,0.047,Hunts Point - Mott Haven
2021-04-20,PM2.5,9.3,Hunts Point - Mott Haven
2022-04-20,NO2,51.7,Hunts Point - Mott Haven
2022-04-20,Ozone,0.035,Hunts Point - Mott Haven
2022-04-20,PM2.5,3.6,Hunts Point - Mott Haven
2020-04-21,NO2,30,Hunts Point - Mott Haven
2020-04-21,Ozone,0.036,Hunts Point - Mott Haven
2020-04-21,PM2.5,5.5,Hunts Point - Mott Haven
2021-04-21,NO2,43.6,Hunts Point - Mott Haven
2021-04-21,Ozone,0.035,Hunts Point - Mott Haven
2021-04-21,PM2.5,5.75,Hunts Point - Mott Haven
2022-04-21,NO2,44.7,Hunts Point - Mott Haven
2022-04-21,Ozone,0.034,Hunts Point - Mott Haven
2020-04-22,NO2,15.2,Hunts Point - Mott Haven
2020-04-22,Ozone,0.037,Hunts Point - Mott Haven
2020-04-22,PM2.5,3.5,Hunts Point - Mott Haven
2021-04-22,NO2,14.5,Hunts Point - Mott Haven
2021-04-22,Ozone,0.038,Hunts Point - Mott Haven
2021-04-22,PM2.5,2.9000000000000004,Hunts Point - Mott Haven
2022-04-22,NO2,47,Hunts Point - Mott Haven
2022-04-22,Ozone,0.044,Hunts Point - Mott Haven
2022-04-22,PM2.5,6.2,Hunts Point - Mott Haven
2020-04-23,NO2,27.7,Hunts Point - Mott Haven
2020-04-23,Ozone,0.027,Hunts Point - Mott Haven
2020-04-23,PM2.5,7.4,Hunts Point - Mott Haven
2021-04-23,NO2,21,Hunts Point - Mott Haven
2021-04-23,Ozone,0.049,Hunts Point - Mott Haven
2021-04-23,PM2.5,5.1,Hunts Point - Mott Haven
2022-04-23,NO2,31.2,Hunts Point - Mott Haven
2022-04-23,Ozone,0.038,Hunts Point - Mott Haven
2022-04-23,PM2.5,4.6,Hunts Point - Mott Haven
2020-04-24,NO2,29,Hunts Point - Mott Haven
2020-04-24,Ozone,0.029,Hunts Point - Mott Haven
2020-04-24,PM2.5,5.35,Hunts Point - Mott Haven
2021-04-24,NO2,26.6,Hunts Point - Mott Haven
2021-04-24,Ozone,0.058,Hunts Point - Mott Haven
2021-04-24,PM2.5,11.850000000000001,Hunts Point - Mott Haven
2022-04-24,NO2,36.5,Hunts Point - Mott Haven
2022-04-24,Ozone,0.044,Hunts Point - Mott Haven
2022-04-24,PM2.5,6.3,Hunts Point - Mott Haven
2020-04-25,NO2,40,Hunts Point - Mott Haven
2020-04-25,Ozone,0.041,Hunts Point - Mott Haven
2020-04-25,PM2.5,7.55,Hunts Point - Mott Haven
2021-04-25,NO2,20.4,Hunts Point - Mott Haven
2021-04-25,Ozone,0.05,Hunts Point - Mott Haven
2021-04-25,PM2.5,8.625,Hunts Point - Mott Haven
2022-04-25,NO2,25.8,Hunts Point - Mott Haven
2022-04-25,Ozone,0.032,Hunts Point - Mott Haven
2022-04-25,PM2.5,5.2,Hunts Point - Mott Haven
2020-04-26,NO2,15.1,Hunts Point - Mott Haven
2020-04-26,Ozone,0.04,Hunts Point - Mott Haven
2020-04-26,PM2.5,4.2,Hunts Point - Mott Haven
2021-04-26,NO2,11.6,Hunts Point - Mott Haven
2021-04-26,Ozone,0.044,Hunts Point - Mott Haven
2021-04-26,PM2.5,3.55,Hunts Point - Mott Haven
2022-04-26,NO2,41.8,Hunts Point - Mott Haven
2022-04-26,Ozone,0.027,Hunts Point - Mott Haven
2022-04-26,PM2.5,9.1,Hunts Point - Mott Haven
2020-04-27,NO2,14.9,Hunts Point - Mott Haven
2020-04-27,Ozone,0.032,Hunts Point - Mott Haven
2020-04-27,PM2.5,1.6,Hunts Point - Mott Haven
2021-04-27,NO2,40.7,Hunts Point - Mott Haven
2021-04-27,Ozone,0.046,Hunts Point - Mott Haven
2021-04-27,PM2.5,6.199999999999999,Hunts Point - Mott Haven
2022-04-27,NO2,13,Hunts Point - Mott Haven
2022-04-27,Ozone,0.032,Hunts Point - Mott Haven
2022-04-27,PM2.5,4,Hunts Point - Mott Haven
2020-04-28,NO2,31.9,Hunts Point - Mott Haven
2020-04-28,Ozone,0.04,Hunts Point - Mott Haven
2020-04-28,PM2.5,4.65,Hunts Point - Mott Haven
2021-04-28,NO2,43.7,Hunts Point - Mott Haven
2021-04-28,Ozone,0.044,Hunts Point - Mott Haven
2021-04-28,PM2.5,12.95,Hunts Point - Mott Haven
2022-04-28,NO2,11.2,Hunts Point - Mott Haven
2022-04-28,Ozone,0.043,Hunts Point - Mott Haven
2022-04-28,PM2.5,3.7,Hunts Point - Mott Haven
2020-04-29,NO2,32.8,Hunts Point - Mott Haven
2020-04-29,Ozone,0.035,Hunts Point - Mott Haven
2020-04-29,PM2.5,6.35,Hunts Point - Mott Haven
2021-04-29,NO2,57.7,Hunts Point - Mott Haven
2021-04-29,Ozone,0.033,Hunts Point - Mott Haven
2021-04-29,PM2.5,18.549999999999997,Hunts Point - Mott Haven
2022-04-29,NO2,17.1,Hunts Point - Mott Haven
2022-04-29,Ozone,0.045,Hunts Point - Mott Haven
2022-04-29,PM2.5,4.6,Hunts Point - Mott Haven
2020-04-30,NO2,26.7,Hunts Point - Mott Haven
2020-04-30,Ozone,0.04,Hunts Point - Mott Haven
2020-04-30,PM2.5,7.6,Hunts Point - Mott Haven
2021-04-30,NO2,8.8,Hunts Point - Mott Haven
2021-04-30,Ozone,0.04,Hunts Point - Mott Haven
2021-04-30,PM2.5,1.9000000000000001,Hunts Point - Mott Haven
2022-04-30,NO2,25.7,Hunts Point - Mott Haven
2022-04-30,Ozone,0.044,Hunts Point - Mott Haven
2022-04-30,PM2.5,5.1,Hunts Point - Mott Haven
2020-05-01,NO2,31.8,Hunts Point - Mott Haven
2020-05-01,Ozone,0.042,Hunts Point - Mott Haven
2020-05-01,PM2.5,4,Hunts Point - Mott Haven
2021-05-01,NO2,22.9,Hunts Point - Mott Haven
2021-05-01,Ozone,0.039,Hunts Point - Mott Haven
2021-05-01,PM2.5,2.1,Hunts Point - Mott Haven
2022-05-01,NO2,37.1,Hunts Point - Mott Haven
2022-05-01,Ozone,0.047,Hunts Point - Mott Haven
2022-05-01,PM2.5,7.4,Hunts Point - Mott Haven
2020-05-02,NO2,14.6,Hunts Point - Mott Haven
2020-05-02,Ozone,0.039,Hunts Point - Mott Haven
2020-05-02,PM2.5,3.9,Hunts Point - Mott Haven
2021-05-02,NO2,18.8,Hunts Point - Mott Haven
2021-05-02,Ozone,0.05,Hunts Point - Mott Haven
2021-05-02,PM2.5,7.1,Hunts Point - Mott Haven
2022-05-02,NO2,31.7,Hunts Point - Mott Haven
2022-05-02,Ozone,0.036,Hunts Point - Mott Haven
2022-05-02,PM2.5,8.2,Hunts Point - Mott Haven
2020-05-03,NO2,21.4,Hunts Point - Mott Haven
2020-05-03,Ozone,0.048,Hunts Point - Mott Haven
2020-05-03,PM2.5,7.199999999999999,Hunts Point - Mott Haven
2021-05-03,NO2,25.7,Hunts Point - Mott Haven
2021-05-03,Ozone,0.035,Hunts Point - Mott Haven
2021-05-03,PM2.5,5.75,Hunts Point - Mott Haven
2022-05-03,NO2,16.2,Hunts Point - Mott Haven
2022-05-03,Ozone,0.037,Hunts Point - Mott Haven
2022-05-03,PM2.5,5.4,Hunts Point - Mott Haven
2020-05-04,NO2,31.2,Hunts Point - Mott Haven
2020-05-04,Ozone,0.04,Hunts Point - Mott Haven
2020-05-04,PM2.5,3.85,Hunts Point - Mott Haven
2021-05-04,NO2,20.6,Hunts Point - Mott Haven
2021-05-04,Ozone,0.036,Hunts Point - Mott Haven
2021-05-04,PM2.5,6.7,Hunts Point - Mott Haven
2022-05-04,NO2,29.4,Hunts Point - Mott Haven
2022-05-04,Ozone,0.019,Hunts Point - Mott Haven
2022-05-04,PM2.5,8.2,Hunts Point - Mott Haven
2020-05-05,NO2,25.8,Hunts Point - Mott Haven
2020-05-05,Ozone,0.043,Hunts Point - Mott Haven
2020-05-05,PM2.5,3.3499999999999996,Hunts Point - Mott Haven
2021-05-05,NO2,34.6,Hunts Point - Mott Haven
2021-05-05,Ozone,0.022,Hunts Point - Mott Haven
2021-05-05,PM2.5,4.25,Hunts Point - Mott Haven
2022-05-05,NO2,37.1,Hunts Point - Mott Haven
2022-05-05,Ozone,0.04,Hunts Point - Mott Haven
2022-05-05,PM2.5,5.7,Hunts Point - Mott Haven
2020-05-06,NO2,24.4,Hunts Point - Mott Haven
2020-05-06,Ozone,0.032,Hunts Point - Mott Haven
2020-05-06,PM2.5,4.5,Hunts Point - Mott Haven
2021-05-06,NO2,12.1,Hunts Point - Mott Haven
2021-05-06,Ozone,0.035,Hunts Point - Mott Haven
2021-05-06,PM2.5,1.9,Hunts Point - Mott Haven
2022-05-06,NO2,36.9,Hunts Point - Mott Haven
2022-05-06,Ozone,0.045,Hunts Point - Mott Haven
2022-05-06,PM2.5,7.6,Hunts Point - Mott Haven
2020-05-07,NO2,21,Hunts Point - Mott Haven
2020-05-07,Ozone,0.043,Hunts Point - Mott Haven
2020-05-07,PM2.5,4.05,Hunts Point - Mott Haven
2021-05-07,NO2,15.2,Hunts Point - Mott Haven
2021-05-07,Ozone,0.038,Hunts Point - Mott Haven
2021-05-07,PM2.5,3.2,Hunts Point - Mott Haven
2022-05-07,NO2,11.3,Hunts Point - Mott Haven
2022-05-07,Ozone,0.035,Hunts Point - Mott Haven
2022-05-07,PM2.5,6.2,Hunts Point - Mott Haven
2020-05-08,NO2,20.3,Hunts Point - Mott Haven
2020-05-08,Ozone,0.03,Hunts Point - Mott Haven
2020-05-08,PM2.5,4,Hunts Point - Mott Haven
2021-05-08,NO2,19.2,Hunts Point - Mott Haven
2021-05-08,Ozone,0.031,Hunts Point - Mott Haven
2021-05-08,PM2.5,4.3,Hunts Point - Mott Haven
2022-05-08,NO2,9.4,Hunts Point - Mott Haven
2022-05-08,Ozone,0.04,Hunts Point - Mott Haven
2022-05-08,PM2.5,4.95,Hunts Point - Mott Haven
2020-05-09,NO2,12.4,Hunts Point - Mott Haven
2020-05-09,Ozone,0.027,Hunts Point - Mott Haven
2020-05-09,PM2.5,1.9500000000000002,Hunts Point - Mott Haven
2021-05-09,NO2,22.9,Hunts Point - Mott Haven
2021-05-09,Ozone,0.037,Hunts Point - Mott Haven
2021-05-09,PM2.5,4.45,Hunts Point - Mott Haven
2022-05-09,NO2,17.2,Hunts Point - Mott Haven
2022-05-09,Ozone,0.052,Hunts Point - Mott Haven
2022-05-09,PM2.5,5.3,Hunts Point - Mott Haven
2020-05-10,NO2,15.9,Hunts Point - Mott Haven
2020-05-10,Ozone,0.044,Hunts Point - Mott Haven
2020-05-10,PM2.5,4.55,Hunts Point - Mott Haven
2021-05-10,NO2,25,Hunts Point - Mott Haven
2021-05-10,Ozone,0.033,Hunts Point - Mott Haven
2021-05-10,PM2.5,2.7,Hunts Point - Mott Haven
2022-05-10,NO2,12.6,Hunts Point - Mott Haven
2022-05-10,Ozone,0.05,Hunts Point - Mott Haven
2022-05-10,PM2.5,5.1,Hunts Point - Mott Haven
2020-05-11,NO2,38.1,Hunts Point - Mott Haven
2020-05-11,Ozone,0.033,Hunts Point - Mott Haven
2020-05-11,PM2.5,4.300000000000001,Hunts Point - Mott Haven
2021-05-11,NO2,27.4,Hunts Point - Mott Haven
2021-05-11,Ozone,0.043,Hunts Point - Mott Haven
2021-05-11,PM2.5,3.1,Hunts Point - Mott Haven
2022-05-11,NO2,39.8,Hunts Point - Mott Haven
2022-05-11,Ozone,0.048,Hunts Point - Mott Haven
2022-05-11,PM2.5,8.95,Hunts Point - Mott Haven
2020-05-12,NO2,12.7,Hunts Point - Mott Haven
2020-05-12,Ozone,0.043,Hunts Point - Mott Haven
2020-05-12,PM2.5,3.3,Hunts Point - Mott Haven
2021-05-12,NO2,25.1,Hunts Point - Mott Haven
2021-05-12,Ozone,0.035,Hunts Point - Mott Haven
2021-05-12,PM2.5,2.75,Hunts Point - Mott Haven
2022-05-12,NO2,35,Hunts Point - Mott Haven
2022-05-12,Ozone,0.035,Hunts Point - Mott Haven
2022-05-12,PM2.5,5.3,Hunts Point - Mott Haven
2020-05-13,NO2,42.3,Hunts Point - Mott Haven
2020-05-13,Ozone,0.042,Hunts Point - Mott Haven
2020-05-13,PM2.5,4.8,Hunts Point - Mott Haven
2021-05-13,NO2,22.9,Hunts Point - Mott Haven
2021-05-13,Ozone,0.043,Hunts Point - Mott Haven
2021-05-13,PM2.5,3.35,Hunts Point - Mott Haven
2022-05-13,NO2,29.2,Hunts Point - Mott Haven
2022-05-13,Ozone,0.021,Hunts Point - Mott Haven
2022-05-13,PM2.5,5.4,Hunts Point - Mott Haven
2020-05-14,NO2,45.9,Hunts Point - Mott Haven
2020-05-14,Ozone,0.046,Hunts Point - Mott Haven
2020-05-14,PM2.5,6.9,Hunts Point - Mott Haven
2021-05-14,NO2,29.8,Hunts Point - Mott Haven
2021-05-14,Ozone,0.047,Hunts Point - Mott Haven
2021-05-14,PM2.5,6.05,Hunts Point - Mott Haven
2022-05-14,NO2,31.8,Hunts Point - Mott Haven
2022-05-14,Ozone,0.02,Hunts Point - Mott Haven
2022-05-14,PM2.5,7.6,Hunts Point - Mott Haven
2020-05-15,NO2,26.9,Hunts Point - Mott Haven
2020-05-15,Ozone,0.054,Hunts Point - Mott Haven
2020-05-15,PM2.5,12,Hunts Point - Mott Haven
