date,units,site_name,state,county,pollutant,value,scaled_value,measurement,zip_code,sfg_id,point_id,x,y
02/01/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,51.7,2.1995595298668946,daily_max_1_hour_no2_concentration,11367,40428,40428,-73.82153,40.73614
02/02/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,44,1.5735330648618444,daily_max_1_hour_no2_concentration,11367,40429,40429,-73.82153,40.73614
02/03/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,40.5,1.2889755807686398,daily_max_1_hour_no2_concentration,11367,40430,40430,-73.82153,40.73614
02/04/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,23.3,-0.10942119820367976,daily_max_1_hour_no2_concentration,11367,40431,40431,-73.82153,40.73614
02/05/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,19.9,-0.38584846846565013,daily_max_1_hour_no2_concentration,11367,40432,40432,-73.82153,40.73614
02/06/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,41.9,1.4027985744059215,daily_max_1_hour_no2_concentration,11367,40433,40433,-73.82153,40.73614
02/07/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,35.6,0.8905951030381536,daily_max_1_hour_no2_concentration,11367,40434,40434,-73.82153,40.73614
02/08/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,32.5,0.6385584742698865,daily_max_1_hour_no2_concentration,11367,40435,40435,-73.82153,40.73614
02/09/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,47.4,1.8499603351238145,daily_max_1_hour_no2_concentration,11367,40436,40436,-73.82153,40.73614
02/10/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,48.6,1.9475229010986277,daily_max_1_hour_no2_concentration,11367,40437,40437,-73.82153,40.73614
02/11/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,44.2,1.5897934925243136,daily_max_1_hour_no2_concentration,11367,40438,40438,-73.82153,40.73614
02/12/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,37.7,1.0613295934940765,daily_max_1_hour_no2_concentration,11367,40439,40439,-73.82153,40.73614
02/13/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,11.9,-1.0362655749644032,daily_max_1_hour_no2_concentration,11367,40440,40440,-73.82153,40.73614
02/14/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,17.6,-0.5728433865840414,daily_max_1_hour_no2_concentration,11367,40441,40441,-73.82153,40.73614
02/15/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,36.1,0.9312461721943256,daily_max_1_hour_no2_concentration,11367,40442,40442,-73.82153,40.73614
02/16/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,55.9,2.54102851077874,daily_max_1_hour_no2_concentration,11367,40443,40443,-73.82153,40.73614
02/17/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,28.8,0.33774056251421314,daily_max_1_hour_no2_concentration,11367,40444,40444,-73.82153,40.73614
02/18/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,13.7,-0.8899217260021839,daily_max_1_hour_no2_concentration,11367,40445,40445,-73.82153,40.73614
02/19/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,43.1,1.5003611403807349,daily_max_1_hour_no2_concentration,11367,40446,40446,-73.82153,40.73614
02/20/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,15,-0.7842289461961364,daily_max_1_hour_no2_concentration,11367,40447,40447,-73.82153,40.73614
02/21/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,43.5,1.5328819957056723,daily_max_1_hour_no2_concentration,11367,40448,40448,-73.82153,40.73614
02/22/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,42,1.4109287882371562,daily_max_1_hour_no2_concentration,11367,40449,40449,-73.82153,40.73614
02/23/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,33.9,0.7523814679071682,daily_max_1_hour_no2_concentration,11367,40450,40450,-73.82153,40.73614
02/24/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,13.7,-0.8899217260021839,daily_max_1_hour_no2_concentration,11367,40451,40451,-73.82153,40.73614
02/25/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,28.7,0.3296103486829786,daily_max_1_hour_no2_concentration,11367,40452,40452,-73.82153,40.73614
02/26/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,15.8,-0.719187235546261,daily_max_1_hour_no2_concentration,11367,40453,40453,-73.82153,40.73614
02/27/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,14.8,-0.8004893738586052,daily_max_1_hour_no2_concentration,11367,40454,40454,-73.82153,40.73614
02/28/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,39.2,1.1832828009625926,daily_max_1_hour_no2_concentration,11367,40455,40455,-73.82153,40.73614
03/01/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,46.2,1.7523977691490018,daily_max_1_hour_no2_concentration,11367,40456,40456,-73.82153,40.73614
03/02/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,29.8,0.4190427008265573,daily_max_1_hour_no2_concentration,11367,40457,40457,-73.82153,40.73614
03/03/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,17.2,-0.6053642419089793,daily_max_1_hour_no2_concentration,11367,40458,40458,-73.82153,40.73614
03/04/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,34.3,0.7849023232321057,daily_max_1_hour_no2_concentration,11367,40459,40459,-73.82153,40.73614
03/05/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,49,1.9800437564235653,daily_max_1_hour_no2_concentration,11367,40460,40460,-73.82153,40.73614
03/06/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,37.2,1.0206785243379044,daily_max_1_hour_no2_concentration,11367,40461,40461,-73.82153,40.73614
03/07/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,29.6,0.40278227316408854,daily_max_1_hour_no2_concentration,11367,40462,40462,-73.82153,40.73614
03/08/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,19.7,-0.4021088961281189,daily_max_1_hour_no2_concentration,11367,40463,40463,-73.82153,40.73614
03/09/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,32.1,0.606037618944949,daily_max_1_hour_no2_concentration,11367,40464,40464,-73.82153,40.73614
03/10/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,49.7,2.0369552532422066,daily_max_1_hour_no2_concentration,11367,40465,40465,-73.82153,40.73614
03/11/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,59.9,2.8662370640281165,daily_max_1_hour_no2_concentration,11367,40466,40466,-73.82153,40.73614
03/12/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,19.1,-0.4508901791155252,daily_max_1_hour_no2_concentration,11367,40467,40467,-73.82153,40.73614
03/13/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,21.8,-0.23137440567219603,daily_max_1_hour_no2_concentration,11367,40468,40468,-73.82153,40.73614
03/14/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,37.8,1.0694598073253103,daily_max_1_hour_no2_concentration,11367,40469,40469,-73.82153,40.73614
03/15/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,46.2,1.7523977691490018,daily_max_1_hour_no2_concentration,11367,40470,40470,-73.82153,40.73614
03/19/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,23.3,-0.10942119820367976,daily_max_1_hour_no2_concentration,11367,40471,40471,-73.82153,40.73614
03/20/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,21.7,-0.23950461950343055,daily_max_1_hour_no2_concentration,11367,40472,40472,-73.82153,40.73614
03/21/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,23,-0.13381183969738308,daily_max_1_hour_no2_concentration,11367,40473,40473,-73.82153,40.73614
03/22/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,19.4,-0.4264995376218222,daily_max_1_hour_no2_concentration,11367,40474,40474,-73.82153,40.73614
03/23/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,14.7,-0.8086195876898397,daily_max_1_hour_no2_concentration,11367,40475,40475,-73.82153,40.73614
03/24/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,16.2,-0.6866663802213234,daily_max_1_hour_no2_concentration,11367,40476,40476,-73.82153,40.73614
03/25/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,33.4,0.7117303987509962,daily_max_1_hour_no2_concentration,11367,40477,40477,-73.82153,40.73614
03/26/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,13.2,-0.930572795158356,daily_max_1_hour_no2_concentration,11367,40478,40478,-73.82153,40.73614
03/27/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,9.2,-1.2557813484077327,daily_max_1_hour_no2_concentration,11367,40479,40479,-73.82153,40.73614
03/28/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,13.9,-0.873661298339715,daily_max_1_hour_no2_concentration,11367,40480,40480,-73.82153,40.73614
03/29/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,15.7,-0.7273174493774955,daily_max_1_hour_no2_concentration,11367,40481,40481,-73.82153,40.73614
03/30/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,31.5,0.5572563359575423,daily_max_1_hour_no2_concentration,11367,40482,40482,-73.82153,40.73614
03/31/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,28.2,0.28895927952680656,daily_max_1_hour_no2_concentration,11367,40483,40483,-73.82153,40.73614
04/01/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,19.8,-0.3939786822968844,daily_max_1_hour_no2_concentration,11367,40484,40484,-73.82153,40.73614
04/02/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,18.2,-0.5240621035966351,daily_max_1_hour_no2_concentration,11367,40485,40485,-73.82153,40.73614
04/03/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,37.4,1.036938952000373,daily_max_1_hour_no2_concentration,11367,40486,40486,-73.82153,40.73614
04/04/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,27.9,0.2645686380331032,daily_max_1_hour_no2_concentration,11367,40487,40487,-73.82153,40.73614
04/05/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,48.7,1.9556531149298622,daily_max_1_hour_no2_concentration,11367,40488,40488,-73.82153,40.73614
04/06/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,12.7,-0.971223864314528,daily_max_1_hour_no2_concentration,11367,40489,40489,-73.82153,40.73614
04/07/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,15.5,-0.7435778770399644,daily_max_1_hour_no2_concentration,11367,40490,40490,-73.82153,40.73614
04/08/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,44.3,1.5979237063555474,daily_max_1_hour_no2_concentration,11367,40491,40491,-73.82153,40.73614
04/09/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,24.7,0.004401795433601953,daily_max_1_hour_no2_concentration,11367,40492,40492,-73.82153,40.73614
04/10/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,12.5,-0.9874842919769968,daily_max_1_hour_no2_concentration,11367,40493,40493,-73.82153,40.73614
04/11/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,22.5,-0.17446290885355514,daily_max_1_hour_no2_concentration,11367,40494,40494,-73.82153,40.73614
04/12/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,50.9,2.134517819217019,daily_max_1_hour_no2_concentration,11367,40495,40495,-73.82153,40.73614
04/13/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,50.5,2.1019969638920815,daily_max_1_hour_no2_concentration,11367,40496,40496,-73.82153,40.73614
04/14/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,38,1.0857202349877795,daily_max_1_hour_no2_concentration,11367,40497,40497,-73.82153,40.73614
04/15/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,41.1,1.3377568637560464,daily_max_1_hour_no2_concentration,11367,40498,40498,-73.82153,40.73614
04/16/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,16.9,-0.6297548834026826,daily_max_1_hour_no2_concentration,11367,40499,40499,-73.82153,40.73614
04/17/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,11.7,-1.0525260026268721,daily_max_1_hour_no2_concentration,11367,40500,40500,-73.82153,40.73614
04/18/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,33,0.6792095434260585,daily_max_1_hour_no2_concentration,11367,40501,40501,-73.82153,40.73614
04/19/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,12.3,-1.0037447196394655,daily_max_1_hour_no2_concentration,11367,40502,40502,-73.82153,40.73614
04/20/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,37.6,1.0531993796628418,daily_max_1_hour_no2_concentration,11367,40503,40503,-73.82153,40.73614
04/21/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,43.2,1.5084913542119693,daily_max_1_hour_no2_concentration,11367,40504,40504,-73.82153,40.73614
04/22/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,42.8,1.4759704988870312,daily_max_1_hour_no2_concentration,11367,40505,40505,-73.82153,40.73614
04/23/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,27.7,0.24830821037063444,daily_max_1_hour_no2_concentration,11367,40506,40506,-73.82153,40.73614
04/24/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,25.8,0.09383414757718066,daily_max_1_hour_no2_concentration,11367,40507,40507,-73.82153,40.73614
04/25/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,21.7,-0.23950461950343055,daily_max_1_hour_no2_concentration,11367,40508,40508,-73.82153,40.73614
04/26/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,38.3,1.1101108764814824,daily_max_1_hour_no2_concentration,11367,40509,40509,-73.82153,40.73614
04/27/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,21.5,-0.2557650471658993,daily_max_1_hour_no2_concentration,11367,40510,40510,-73.82153,40.73614
04/28/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,11.8,-1.0443957887956377,daily_max_1_hour_no2_concentration,11367,40511,40511,-73.82153,40.73614
04/29/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,17.9,-0.5484527450903385,daily_max_1_hour_no2_concentration,11367,40512,40512,-73.82153,40.73614
04/30/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,25.3,0.05318307842100857,daily_max_1_hour_no2_concentration,11367,40513,40513,-73.82153,40.73614
05/01/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,32.7,0.6548189019323556,daily_max_1_hour_no2_concentration,11367,40514,40514,-73.82153,40.73614
05/02/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,27.4,0.22391756887693115,daily_max_1_hour_no2_concentration,11367,40515,40515,-73.82153,40.73614
05/03/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,19.5,-0.41836932379058767,daily_max_1_hour_no2_concentration,11367,40516,40516,-73.82153,40.73614
05/04/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,41.6,1.3784079329122185,daily_max_1_hour_no2_concentration,11367,40517,40517,-73.82153,40.73614
05/05/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,38.2,1.1019806626502484,daily_max_1_hour_no2_concentration,11367,40518,40518,-73.82153,40.73614
05/06/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,31.9,0.5897771912824799,daily_max_1_hour_no2_concentration,11367,40519,40519,-73.82153,40.73614
05/07/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,6.8,-1.4509064803573586,daily_max_1_hour_no2_concentration,11367,40520,40520,-73.82153,40.73614
05/08/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,5.1,-1.5891201154883436,daily_max_1_hour_no2_concentration,11367,40521,40521,-73.82153,40.73614
05/09/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,7.3,-1.4102554112011865,daily_max_1_hour_no2_concentration,11367,40522,40522,-73.82153,40.73614
05/11/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,45.6,1.7036164861615952,daily_max_1_hour_no2_concentration,11367,40523,40523,-73.82153,40.73614
05/12/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,22.1,-0.2069837641784927,daily_max_1_hour_no2_concentration,11367,40524,40524,-73.82153,40.73614
05/13/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,35.1,0.8499440338819815,daily_max_1_hour_no2_concentration,11367,40525,40525,-73.82153,40.73614
05/14/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,33.2,0.6954699710885277,daily_max_1_hour_no2_concentration,11367,40526,40526,-73.82153,40.73614
05/15/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,37.8,1.0694598073253103,daily_max_1_hour_no2_concentration,11367,40527,40527,-73.82153,40.73614
05/16/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,27.1,0.19952692738322814,daily_max_1_hour_no2_concentration,11367,40528,40528,-73.82153,40.73614
05/17/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,22.3,-0.19072333651602394,daily_max_1_hour_no2_concentration,11367,40529,40529,-73.82153,40.73614
05/18/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,18.1,-0.5321923174278693,daily_max_1_hour_no2_concentration,11367,40530,40530,-73.82153,40.73614
05/19/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,41.5,1.370277719080984,daily_max_1_hour_no2_concentration,11367,40531,40531,-73.82153,40.73614
05/20/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,15.2,-0.7679685185336677,daily_max_1_hour_no2_concentration,11367,40532,40532,-73.82153,40.73614
05/21/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,26.4,0.14261543056458698,daily_max_1_hour_no2_concentration,11367,40533,40533,-73.82153,40.73614
05/22/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,31.4,0.5491261221263078,daily_max_1_hour_no2_concentration,11367,40534,40534,-73.82153,40.73614
05/23/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,13.7,-0.8899217260021839,daily_max_1_hour_no2_concentration,11367,40535,40535,-73.82153,40.73614
05/24/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,8.5,-1.3126928452263735,daily_max_1_hour_no2_concentration,11367,40536,40536,-73.82153,40.73614
05/25/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,17.1,-0.6134944557402136,daily_max_1_hour_no2_concentration,11367,40537,40537,-73.82153,40.73614
05/26/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,9.9,-1.1988698515890917,daily_max_1_hour_no2_concentration,11367,40538,40538,-73.82153,40.73614
05/27/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,14.9,-0.7923591600273708,daily_max_1_hour_no2_concentration,11367,40539,40539,-73.82153,40.73614
05/28/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,15.2,-0.7679685185336677,daily_max_1_hour_no2_concentration,11367,40540,40540,-73.82153,40.73614
05/29/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,29.4,0.3865218455016195,daily_max_1_hour_no2_concentration,11367,40541,40541,-73.82153,40.73614
05/30/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,38.3,1.1101108764814824,daily_max_1_hour_no2_concentration,11367,40542,40542,-73.82153,40.73614
05/31/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,25.6,0.077573719914711875,daily_max_1_hour_no2_concentration,11367,40543,40543,-73.82153,40.73614
06/01/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,21.5,-0.2557650471658993,daily_max_1_hour_no2_concentration,11367,40544,40544,-73.82153,40.73614
06/02/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,22.6,-0.16633269502232062,daily_max_1_hour_no2_concentration,11367,40545,40545,-73.82153,40.73614
06/03/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,38.7,1.1426317318064205,daily_max_1_hour_no2_concentration,11367,40546,40546,-73.82153,40.73614
06/04/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,35.8,0.9068555307006221,daily_max_1_hour_no2_concentration,11367,40547,40547,-73.82153,40.73614
06/05/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,19.6,-0.41023910995935314,daily_max_1_hour_no2_concentration,11367,40548,40548,-73.82153,40.73614
06/06/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,33.1,0.6873397572572931,daily_max_1_hour_no2_concentration,11367,40549,40549,-73.82153,40.73614
06/07/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,17.3,-0.5972340280777447,daily_max_1_hour_no2_concentration,11367,40550,40550,-73.82153,40.73614
06/08/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,22.5,-0.17446290885355514,daily_max_1_hour_no2_concentration,11367,40551,40551,-73.82153,40.73614
06/09/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,8.5,-1.3126928452263735,daily_max_1_hour_no2_concentration,11367,40552,40552,-73.82153,40.73614
06/10/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,23.2,-0.1175514120349143,daily_max_1_hour_no2_concentration,11367,40553,40553,-73.82153,40.73614
06/11/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,31.6,0.5653865497887769,daily_max_1_hour_no2_concentration,11367,40554,40554,-73.82153,40.73614
06/12/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,20.7,-0.3208067578157747,daily_max_1_hour_no2_concentration,11367,40555,40555,-73.82153,40.73614
06/13/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,23.6,-0.08503055670997646,daily_max_1_hour_no2_concentration,11367,40556,40556,-73.82153,40.73614
06/14/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,20.5,-0.3370671854782435,daily_max_1_hour_no2_concentration,11367,40557,40557,-73.82153,40.73614
06/15/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,32.8,0.6629491157635895,daily_max_1_hour_no2_concentration,11367,40558,40558,-73.82153,40.73614
06/16/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,18.2,-0.5240621035966351,daily_max_1_hour_no2_concentration,11367,40559,40559,-73.82153,40.73614
06/17/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,16.7,-0.6460153110651514,daily_max_1_hour_no2_concentration,11367,40560,40560,-73.82153,40.73614
06/18/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,5.5,-1.556599260163406,daily_max_1_hour_no2_concentration,11367,40561,40561,-73.82153,40.73614
06/19/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,7.5,-1.3939949835387178,daily_max_1_hour_no2_concentration,11367,40562,40562,-73.82153,40.73614
06/20/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,36.8,0.9881576690129662,daily_max_1_hour_no2_concentration,11367,40563,40563,-73.82153,40.73614
06/21/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,40.7,1.305236008431109,daily_max_1_hour_no2_concentration,11367,40564,40564,-73.82153,40.73614
06/22/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,7.3,-1.4102554112011865,daily_max_1_hour_no2_concentration,11367,40565,40565,-73.82153,40.73614
06/23/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,12.1,-1.0200051473019345,daily_max_1_hour_no2_concentration,11367,40566,40566,-73.82153,40.73614
06/24/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,33.2,0.6954699710885277,daily_max_1_hour_no2_concentration,11367,40567,40567,-73.82153,40.73614
06/25/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,39,1.1670223733001235,daily_max_1_hour_no2_concentration,11367,40568,40568,-73.82153,40.73614
06/26/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,38.6,1.134501517975186,daily_max_1_hour_no2_concentration,11367,40569,40569,-73.82153,40.73614
06/27/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,33,0.6792095434260585,daily_max_1_hour_no2_concentration,11367,40570,40570,-73.82153,40.73614
06/28/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,17.7,-0.5647131727528072,daily_max_1_hour_no2_concentration,11367,40571,40571,-73.82153,40.73614
06/29/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,44.4,1.606053920186782,daily_max_1_hour_no2_concentration,11367,40572,40572,-73.82153,40.73614
06/30/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,33.5,0.7198606125822307,daily_max_1_hour_no2_concentration,11367,40573,40573,-73.82153,40.73614
07/01/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,19.5,-0.41836932379058767,daily_max_1_hour_no2_concentration,11367,40574,40574,-73.82153,40.73614
07/02/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,33,0.6792095434260585,daily_max_1_hour_no2_concentration,11367,40575,40575,-73.82153,40.73614
07/03/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,20.8,-0.3126765439845402,daily_max_1_hour_no2_concentration,11367,40576,40576,-73.82153,40.73614
07/04/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,16.7,-0.6460153110651514,daily_max_1_hour_no2_concentration,11367,40577,40577,-73.82153,40.73614
07/05/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,20.3,-0.35332761314071226,daily_max_1_hour_no2_concentration,11367,40578,40578,-73.82153,40.73614
07/06/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,15.9,-0.7110570217150266,daily_max_1_hour_no2_concentration,11367,40579,40579,-73.82153,40.73614
07/07/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,11.1,-1.1013072856142787,daily_max_1_hour_no2_concentration,11367,40580,40580,-73.82153,40.73614
07/08/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,19.8,-0.3939786822968844,daily_max_1_hour_no2_concentration,11367,40581,40581,-73.82153,40.73614
07/09/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,23.5,-0.09316077054121098,daily_max_1_hour_no2_concentration,11367,40582,40582,-73.82153,40.73614
07/10/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,17.7,-0.5647131727528072,daily_max_1_hour_no2_concentration,11367,40583,40583,-73.82153,40.73614
07/11/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,11.1,-1.1013072856142787,daily_max_1_hour_no2_concentration,11367,40584,40584,-73.82153,40.73614
07/12/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,13.4,-0.9143123674958871,daily_max_1_hour_no2_concentration,11367,40585,40585,-73.82153,40.73614
07/13/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,28.6,0.32148013485174437,daily_max_1_hour_no2_concentration,11367,40586,40586,-73.82153,40.73614
07/14/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,30.7,0.49221462530766696,daily_max_1_hour_no2_concentration,11367,40587,40587,-73.82153,40.73614
07/15/2022,ppb,QUEENS COLLEGE 2,New York,Queens,NO2,9.9,-1.1988698515890917,daily_max_1_hour_no2_concentration,11367,40588,40588,-73.82153,40.73614
